Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price,Average_Price,Average_Mileage,Number_of_Cars,Standardized_Price
Toyota,RAV4,2.0,Hybrid,2011,72702,25057,14341.099418465705,111368.92232932367,12553,0.6838913602954625
Toyota,RAV4,2.0,Hybrid,2019,19857,59055,14341.099418465705,111368.92232932367,12553,2.7547117379725856
Toyota,Prius,1.4,Hybrid,2000,145075,4992,14341.099418465705,111368.92232932367,12553,-0.538269086733524
Ford,Fiesta,1.4,Petrol,2002,112784,4067,10671.473455469377,112525.01002941963,14956,-0.5946108965267866
BMW,M5,4.4,Petrol,1992,167963,6864,24431.679089444,112858.0471394037,4964,-0.424245445724889
VW,Polo,1.2,Petrol,1989,148459,1227,10361.781497383605,113511.21642291694,14906,-0.7675954801082628
Toyota,Prius,1.4,Hybrid,1998,125730,5095,14341.099418465705,111368.92232932367,12553,-0.5319953500754635
Ford,Mondeo,1.8,Diesel,2010,63662,16779,10671.473455469377,112525.01002941963,14956,0.1796778451942439
VW,Golf,1.4,Diesel,2014,62769,16474,10361.781497383605,113511.21642291694,14906,0.16110027547862762
Toyota,Prius,1.8,Hybrid,2008,97590,13908,14341.099418465705,111368.92232932367,12553,0.004805049608885307
Ford,Fiesta,1.2,Petrol,1993,196325,1040,10671.473455469377,112525.01002941963,14956,-0.7789856621961981
Toyota,Prius,1.0,Hybrid,2005,103850,8107,14341.099418465705,111368.92232932367,12553,-0.3485342353756724
Porsche,911,2.6,Petrol,2012,68664,50448,29103.764660789573,111638.253737064,2609,2.230458811604358
Ford,Focus,1.0,Diesel,2015,39378,20507,10671.473455469377,112525.01002941963,14956,0.4067505661772522
BMW,X3,2.0,Petrol,1993,160194,3074,24431.679089444,112858.0471394037,4964,-0.6550945907156619
VW,Golf,1.6,Hybrid,2017,25923,30766,10361.781497383605,113511.21642291694,14906,1.0316269193330145
Ford,Mondeo,1.4,Hybrid,2003,143168,5910,10671.473455469377,112525.01002941963,14956,-0.4823536473927511
Toyota,Prius,1.0,Hybrid,1994,310048,641,14341.099418465705,111368.92232932367,12553,-0.8032887779881027
Ford,Fiesta,1.0,Petrol,2004,74331,5176,10671.473455469377,112525.01002941963,14956,-0.527061634839513
Toyota,Prius,1.4,Hybrid,1988,131281,2504,14341.099418465705,111368.92232932367,12553,-0.6898133275612399
BMW,X3,2.0,Diesel,2014,77385,24637,24431.679089444,112858.0471394037,4964,0.6583091331460892
VW,Passat,1.8,Diesel,2016,32368,32085,10361.781497383605,113511.21642291694,14906,1.111967294594975
Ford,Focus,1.0,Diesel,1992,178290,1581,10671.473455469377,112525.01002941963,14956,-0.7460333172252197
Toyota,Yaris,1.4,Hybrid,2011,81160,12949,14341.099418465705,111368.92232932367,12553,-0.053607702382183625
Toyota,Prius,1.0,Hybrid,2010,67896,14563,14341.099418465705,111368.92232932367,12553,0.04470114194897931
VW,Polo,1.6,Petrol,2011,65012,11403,10361.781497383605,113511.21642291694,14906,-0.14777466231773373
Ford,Focus,1.8,Petrol,1989,125968,2540,10671.473455469377,112525.01002941963,14956,-0.6876205652341507
Toyota,Yaris,1.2,Hybrid,2006,63123,9699,14341.099418465705,111368.92232932367,12553,-0.2515654124666195
BMW,Z4,3.0,Petrol,2009,85148,18584,24431.679089444,112858.0471394037,4964,0.2896205118719075
Toyota,Prius,1.8,Hybrid,2005,163096,6810,14341.099418465705,111368.92232932367,12553,-0.4275345892155227
VW,Golf,1.8,Diesel,2010,109230,10326,10361.781497383605,113511.21642291694,14906,-0.21337480193648373
Ford,Fiesta,1.2,Petrol,1996,147442,1922,10671.473455469377,112525.01002941963,14956,-0.7252629851825143
BMW,M5,4.4,Petrol,2022,6754,155929,24431.679089444,112858.0471394037,4964,8.655313340040168
VW,Golf,1.4,Petrol,1991,226304,916,10361.781497383605,113511.21642291694,14906,-0.7865385102117274
Toyota,Yaris,1.0,Petrol,2010,78737,8676,14341.099418465705,111368.92232932367,12553,-0.3138764085947358
Ford,Focus,1.4,Petrol,2001,151887,4052,10671.473455469377,112525.01002941963,14956,-0.595524547496407
Toyota,RAV4,2.2,Hybrid,2003,205950,5351,14341.099418465705,111368.92232932367,12553,-0.516402373527274
VW,Polo,1.4,Petrol,2000,94101,4193,10361.781497383605,113511.21642291694,14906,-0.5869362283819746
Ford,Focus,1.4,Diesel,1995,135482,3256,10671.473455469377,112525.01002941963,14956,-0.6440089589509335
Ford,Focus,1.4,Petrol,2010,83527,12436,10671.473455469377,112525.01002941963,14956,-0.08485456554320381
VW,Golf,2.0,Diesel,2008,109885,9479,10361.781497383605,113511.21642291694,14906,-0.2649656266877198
Porsche,911,2.6,Petrol,1995,130042,10387,29103.764660789573,111638.253737064,2609,-0.20965928799336048
VW,Polo,1.4,Petrol,1999,218061,1418,10361.781497383605,113511.21642291694,14906,-0.7559616577617622
VW,Golf,1.2,Petrol,2001,108071,4445,10361.781497383605,113511.21642291694,14906,-0.5715868920923507
Toyota,Yaris,1.4,Hybrid,1993,167556,1999,14341.099418465705,111368.92232932367,12553,-0.7205729102051291
Toyota,Prius,1.0,Hybrid,2001,22368,10553,14341.099418465705,111368.92232932367,12553,-0.1995482172628939
VW,Golf,1.4,Diesel,1999,130131,3725,10361.781497383605,113511.21642291694,14906,-0.6154421386341333
Ford,Focus,2.0,Petrol,1996,91002,5545,10671.473455469377,112525.01002941963,14956,-0.5045858209868492
Porsche,911,3.5,Petrol,2004,87760,30121,29103.764660789573,111638.253737064,2609,0.9923399276393343
VW,Passat,1.4,Diesel,2018,22041,34284,10361.781497383605,113511.21642291694,14906,1.2459085267413363
Toyota,Yaris,1.0,Petrol,2010,35732,11419,14341.099418465705,111368.92232932367,12553,-0.1468001012834719
Porsche,718 Cayman,4.0,Petrol,1991,231890,2340,29103.764660789573,111638.253737064,2609,-0.6998025781624237
VW,Passat,1.4,Petrol,2001,91707,6744,10361.781497383605,113511.21642291694,14906,-0.4315546534818528
Ford,Mondeo,1.4,Diesel,1989,297455,512,10671.473455469377,112525.01002941963,14956,-0.8111461763268387
VW,Polo,1.6,Diesel,1999,90481,4518,10361.781497383605,113511.21642291694,14906,-0.567140457373531
VW,Polo,1.4,Petrol,2006,105258,5765,10361.781497383605,113511.21642291694,14906,-0.491185606765749
Ford,Mondeo,1.4,Diesel,2010,71782,14022,10671.473455469377,112525.01002941963,14956,0.011748796978000905
Toyota,Prius,1.4,Hybrid,2011,64217,18871,14341.099418465705,111368.92232932367,12553,0.3071017004239793
VW,Passat,2.0,Petrol,1996,151701,3638,10361.781497383605,113511.21642291694,14906,-0.6207413142579321
VW,Polo,1.4,Petrol,1992,210772,949,10361.781497383605,113511.21642291694,14906,-0.7845284780785623
VW,Polo,1.6,Petrol,2016,36961,18961,10361.781497383605,113511.21642291694,14906,0.3125836062417021
VW,Polo,2.0,Petrol,2013,100529,11379,10361.781497383605,113511.21642291694,14906,-0.1492365038691265
Toyota,Yaris,1.2,Petrol,1987,251059,492,14341.099418465705,111368.92232932367,12553,-0.8123643776196661
Porsche,718 Cayman,2.0,Petrol,2016,57269,35277,29103.764660789573,111638.253737064,2609,1.3063922209302117
VW,Golf,1.8,Petrol,1988,192285,1151,10361.781497383605,113511.21642291694,14906,-0.7722246450210066
VW,Polo,1.4,Petrol,2014,98167,10353,10361.781497383605,113511.21642291694,14906,-0.21173023019116688
VW,Polo,2.0,Petrol,2013,94983,11847,10361.781497383605,113511.21642291694,14906,-0.12073059361696774
Ford,Focus,1.6,Petrol,2018,38089,30406,10671.473455469377,112525.01002941963,14956,1.0096992960621232
VW,Passat,1.6,Petrol,2002,126418,5944,10361.781497383605,113511.21642291694,14906,-0.4802827051949447
Ford,Mondeo,1.6,Diesel,1993,221520,1448,10671.473455469377,112525.01002941963,14956,-0.7541343558225212
Toyota,Yaris,1.4,Hybrid,2017,23715,27701,14341.099418465705,111368.92232932367,12553,0.8449375712072312
Toyota,Prius,1.8,Hybrid,2018,47104,38044,14341.099418465705,111368.92232932367,12553,1.4749303697928684
Toyota,RAV4,2.0,Hybrid,2013,64566,30223,14341.099418465705,111368.92232932367,12553,0.9985527542327535
BMW,M5,4.4,Petrol,2015,43811,79378,24431.679089444,112858.0471394037,4964,3.9925869816790445
Toyota,Prius,1.8,Hybrid,2007,86212,14114,14341.099418465705,111368.92232932367,12553,0.017352522925006473
Ford,Focus,1.0,Petrol,2006,99558,7179,10671.473455469377,112525.01002941963,14956,-0.40505877536285906
Ford,Focus,2.0,Petrol,2012,84308,16891,10671.473455469377,112525.01002941963,14956,0.18649977243407678
Toyota,Prius,1.0,Hybrid,2019,30032,33553,14341.099418465705,111368.92232932367,12553,1.2013832694884985
Toyota,RAV4,2.2,Hybrid,2011,92929,22830,14341.099418465705,111368.92232932367,12553,0.5482446463391428
Toyota,Yaris,1.4,Hybrid,2009,45745,14283,14341.099418465705,111368.92232932367,12553,0.02764632384939714
Ford,Focus,1.4,Petrol,2019,22810,33198,10671.473455469377,112525.01002941963,14956,1.179760196540814
VW,Golf,1.2,Hybrid,2019,34730,28940,10361.781497383605,113511.21642291694,14906,0.9204051412978823
Porsche,911,3.0,Petrol,2009,105010,34351,29103.764660789573,111638.253737064,2609,1.2499895010723077
Ford,Mondeo,2.0,Diesel,1994,203477,2033,10671.473455469377,112525.01002941963,14956,-0.7185019680073228
VW,Passat,1.6,Diesel,2016,41730,28620,10361.781497383605,113511.21642291694,14906,0.9009139206126455
VW,Polo,1.2,Petrol,2015,62516,13105,10361.781497383605,113511.21642291694,14906,-0.0441057322981307
Ford,Focus,1.8,Diesel,2013,38031,24272,10671.473455469377,112525.01002941963,14956,0.6360769595519911
Toyota,Yaris,1.0,Petrol,1998,27814,5371,14341.099418465705,111368.92232932367,12553,-0.5151841722344468
BMW,X3,2.4,Diesel,2011,26422,30404,24431.679089444,112858.0471394037,4964,1.0095774759328406
Ford,Focus,1.4,Petrol,1995,220717,1498,10671.473455469377,112525.01002941963,14956,-0.751088852590453
VW,Polo,1.2,Petrol,1995,339467,321,10361.781497383605,113511.21642291694,14906,-0.8227799986733395
Toyota,Prius,1.4,Hybrid,2002,130590,6404,14341.099418465705,111368.92232932367,12553,-0.4522640754599168
VW,Passat,1.8,Diesel,2008,93565,12634,10361.781497383605,113511.21642291694,14906,-0.07279437274421356
VW,Passat,1.8,Petrol,1995,221728,1762,10361.781497383605,113511.21642291694,14906,-0.7350085955251326
Toyota,Prius,1.0,Hybrid,1992,116745,3093,14341.099418465705,111368.92232932367,12553,-0.653937299487476
BMW,M5,4.0,Petrol,1987,195730,3693,24431.679089444,112858.0471394037,4964,-0.617391260702657
Ford,Mondeo,1.8,Petrol,2020,21428,40178,10671.473455469377,112525.01002941963,14956,1.604912447737541
VW,Polo,1.2,Petrol,1997,163748,1843,10361.781497383605,113511.21642291694,14906,-0.7300748802891821
VW,Golf,1.6,Petrol,1996,204623,1661,10361.781497383605,113511.21642291694,14906,-0.7411605120539105
Toyota,RAV4,2.4,Hybrid,2010,123050,17817,14341.099418465705,111368.92232932367,12553,0.24290249229198066
Ford,Fiesta,1.0,Petrol,2000,120352,2839,10671.473455469377,112525.01002941963,14956,-0.6694084559063826
Toyota,Yaris,1.2,Petrol,1995,181719,1562,14341.099418465705,111368.92232932367,12553,-0.7471906084534057
Ford,Fiesta,1.2,Petrol,1984,396901,85,10671.473455469377,112525.01002941963,14956,-0.8371547739287015
Ford,Mondeo,1.6,Diesel,2001,98659,6814,10671.473455469377,112525.01002941963,14956,-0.42729094895695724
Porsche,718 Cayman,4.0,Petrol,2009,67005,29365,29103.764660789573,111638.253737064,2609,0.9462919187704624
Toyota,Yaris,1.4,Petrol,2002,33063,8051,14341.099418465705,111368.92232932367,12553,-0.35194519899558885
VW,Polo,1.0,Petrol,2013,72562,9796,10361.781497383605,113511.21642291694,14906,-0.2456571361964071
VW,Polo,1.4,Petrol,2003,94704,5099,10361.781497383605,113511.21642291694,14906,-0.531751709816898
Ford,Fiesta,1.0,Petrol,2006,106017,4721,10671.473455469377,112525.01002941963,14956,-0.554775714251334
VW,Polo,2.0,Petrol,2016,59735,18414,10361.781497383605,113511.21642291694,14906,0.2792658008828755
Toyota,Prius,1.4,Hybrid,2018,31891,36744,14341.099418465705,111368.92232932367,12553,1.395747285759094
VW,Golf,1.2,Hybrid,1985,212851,770,10361.781497383605,113511.21642291694,14906,-0.7954313796493666
VW,Golf,1.4,Petrol,2012,81666,12091,10361.781497383605,113511.21642291694,14906,-0.1058685378444747
BMW,X3,2.4,Petrol,2009,80309,18050,24431.679089444,112858.0471394037,4964,0.2570945373534187
VW,Polo,1.2,Petrol,1998,175109,1790,10361.781497383605,113511.21642291694,14906,-0.7333031137151744
Ford,Mondeo,1.4,Hybrid,1993,204608,1801,10671.473455469377,112525.01002941963,14956,-0.7326331030041194
Ford,Mondeo,1.4,Diesel,1993,223580,1329,10671.473455469377,112525.01002941963,14956,-0.7613826535148437
Toyota,Prius,1.8,Hybrid,1997,108623,6158,14341.099418465705,111368.92232932367,12553,-0.4672479513616926
Ford,Focus,2.0,Petrol,2019,19563,40398,10671.473455469377,112525.01002941963,14956,1.6183126619586412
Ford,Focus,1.6,Diesel,2019,34372,34884,10671.473455469377,112525.01002941963,14956,1.2824545655261552
Toyota,Yaris,1.4,Petrol,2016,46183,18929,14341.099418465705,111368.92232932367,12553,0.3106344841731784
Toyota,Yaris,1.4,Petrol,2013,25765,17478,14341.099418465705,111368.92232932367,12553,0.22225398037855795
Ford,Focus,1.6,Diesel,2014,39749,24213,10671.473455469377,112525.01002941963,14956,0.6324832657381505
Ford,Focus,1.6,Petrol,2019,14103,37218,10671.473455469377,112525.01002941963,14956,1.4246186563991008
VW,Polo,1.6,Petrol,1987,287641,358,10361.781497383605,113511.21642291694,14906,-0.8205263262816089
VW,Passat,1.6,Petrol,1998,105691,5331,10361.781497383605,113511.21642291694,14906,-0.5176205748201014
Ford,Fiesta,1.2,Petrol,2010,52020,9784,10671.473455469377,112525.01002941963,14956,-0.2463880569721035
Ford,Mondeo,1.4,Diesel,2012,91958,13929,10671.473455469377,112525.01002941963,14956,0.00608416096635397
Toyota,Prius,1.8,Hybrid,2010,49539,21984,14341.099418465705,111368.92232932367,12553,0.49671473165254815
BMW,M5,4.4,Petrol,2019,25899,115110,24431.679089444,112858.0471394037,4964,6.169025411444295
Ford,Fiesta,1.0,Petrol,2009,56813,8106,10671.473455469377,112525.01002941963,14956,-0.3485951454403138
Ford,Mondeo,2.0,Diesel,2006,87683,11504,10671.473455469377,112525.01002941963,14956,-0.1416227457889559
Ford,Focus,1.4,Petrol,1991,277278,681,10671.473455469377,112525.01002941963,14956,-0.8008523754024481
BMW,X3,3.0,Diesel,2019,18701,60487,24431.679089444,112858.0471394037,4964,2.84193495053902
Toyota,Prius,1.0,Hybrid,2021,8397,43163,14341.099418465705,111368.92232932367,12553,1.7867289906920152
BMW,M5,4.4,Petrol,2007,134283,24583,24431.679089444,112858.0471394037,4964,0.6550199896554555
Toyota,Yaris,1.2,Hybrid,2005,110386,6507,14341.099418465705,111368.92232932367,12553,-0.44599033880185623
VW,Golf,1.4,Petrol,2006,110676,6571,10361.781497383605,113511.21642291694,14906,-0.44209209466480887
VW,Polo,1.6,Petrol,1994,181279,1501,10361.781497383605,113511.21642291694,14906,-0.7509061223965289
Toyota,RAV4,2.4,Hybrid,1998,214464,3712,14341.099418465705,111368.92232932367,12553,-0.6162339694744711
VW,Passat,1.6,Petrol,1996,163250,2957,10361.781497383605,113511.21642291694,14906,-0.6622210682787016
Toyota,RAV4,2.0,Hybrid,1984,275020,763,14341.099418465705,111368.92232932367,12553,-0.7958577501018562
Toyota,Yaris,1.4,Hybrid,1998,191815,2266,14341.099418465705,111368.92232932367,12553,-0.7043099229458848
VW,Golf,1.6,Petrol,2014,57921,17307,10361.781497383605,113511.21642291694,14906,0.21183835932488457
VW,Polo,1.6,Diesel,2015,56069,16563,10361.781497383605,113511.21642291694,14906,0.1665212712317091
VW,Passat,1.8,Diesel,2018,33283,36467,10361.781497383605,113511.21642291694,14906,1.378875197853436
Toyota,RAV4,2.0,Hybrid,1992,164144,3516,14341.099418465705,111368.92232932367,12553,-0.6281723421441786
Ford,Fiesta,1.2,Petrol,2009,97523,6723,10671.473455469377,112525.01002941963,14956,-0.43283376483932146
VW,Passat,2.0,Diesel,2017,51438,32224,10361.781497383605,113511.21642291694,14906,1.1204337935801247
VW,Golf,1.4,Petrol,1999,142582,3213,10361.781497383605,113511.21642291694,14906,-0.6466280917305122
Toyota,Yaris,1.2,Petrol,2005,56292,7901,14341.099418465705,111368.92232932367,12553,-0.36108170869179357
Ford,Mondeo,1.4,Diesel,2007,78115,10997,10671.473455469377,112525.01002941963,14956,-0.1725041485621279
VW,Golf,1.4,Hybrid,2016,37359,25199,10361.781497383605,113511.21642291694,14906,0.6925405894745362
Toyota,Prius,1.0,Hybrid,2000,69942,7375,14341.099418465705,111368.92232932367,12553,-0.3931204026931515
VW,Golf,2.0,Diesel,2012,77045,15665,10361.781497383605,113511.21642291694,14906,0.11182403318376342
Toyota,Prius,1.4,Hybrid,1994,179114,2519,14341.099418465705,111368.92232932367,12553,-0.6888996765916194
VW,Passat,1.4,Diesel,2022,6495,48648,10361.781497383605,113511.21642291694,14906,2.1208206952499014
Toyota,RAV4,2.2,Hybrid,1999,143555,6966,14341.099418465705,111368.92232932367,12553,-0.4180326191314698
Ford,Mondeo,1.8,Diesel,1989,205290,1360,10671.473455469377,112525.01002941963,14956,-0.7594944415109613
Ford,Fiesta,1.2,Petrol,1990,220200,688,10671.473455469377,112525.01002941963,14956,-0.8004260049499585
Ford,Fiesta,1.2,Petrol,1996,155019,1806,10671.473455469377,112525.01002941963,14956,-0.7323285526809126
Toyota,Prius,1.4,Hybrid,1991,199246,1731,14341.099418465705,111368.92232932367,12553,-0.736896807529015
BMW,X3,3.0,Diesel,2018,26051,54322,24431.679089444,112858.0471394037,4964,2.4664244020250057
VW,Golf,2.0,Petrol,1988,277818,557,10361.781497383605,113511.21642291694,14906,-0.8084052234179774
VW,Polo,1.6,Diesel,1996,140954,2521,10361.781497383605,113511.21642291694,14906,-0.6887778564623367
VW,Passat,1.6,Petrol,2012,64927,18038,10361.781497383605,113511.21642291694,14906,0.25636361657772233
VW,Passat,1.4,Diesel,2014,77710,18579,10361.781497383605,113511.21642291694,14906,0.2893159615487007
Toyota,Prius,1.8,Hybrid,2012,79428,20650,14341.099418465705,111368.92232932367,12553,0.4154607054209674
BMW,X3,2.4,Diesel,1996,185745,3476,24431.679089444,112858.0471394037,4964,-0.6306087447298332
Ford,Focus,1.0,Petrol,1996,235100,1188,10671.473455469377,112525.01002941963,14956,-0.769970972629276
VW,Golf,1.8,Diesel,1998,188361,2437,10361.781497383605,113511.21642291694,14906,-0.6938943018922114
Toyota,RAV4,1.8,Hybrid,2007,130991,11873,14341.099418465705,111368.92232932367,12553,-0.11914693193629225
Ford,Mondeo,2.0,Diesel,1989,223968,1213,10671.473455469377,112525.01002941963,14956,-0.768448221013242
BMW,M5,4.4,Petrol,2000,165587,11936,24431.679089444,112858.0471394037,4964,-0.11530959786388625
Toyota,Prius,1.0,Hybrid,2011,48476,17632,14341.099418465705,111368.92232932367,12553,0.23163413033332816
VW,Passat,1.4,Diesel,1987,253666,715,10361.781497383605,113511.21642291694,14906,-0.7987814332046417
Ford,Mondeo,1.4,Diesel,1998,164696,3103,10671.473455469377,112525.01002941963,14956,-0.6533281988410623
BMW,Z4,2.4,Petrol,1995,157095,3760,24431.679089444,112858.0471394037,4964,-0.6133102863716856
Ford,Focus,2.0,Diesel,2001,51717,10575,10671.473455469377,112525.01002941963,14956,-0.19820819584078386
Ford,Fiesta,1.0,Petrol,1997,151425,1816,10671.473455469377,112525.01002941963,14956,-0.731719452034499
Toyota,Prius,1.4,Hybrid,2011,56236,19870,14341.099418465705,111368.92232932367,12553,0.3679508550007028
VW,Polo,1.6,Petrol,1989,213582,810,10361.781497383605,113511.21642291694,14906,-0.792994977063712
BMW,X3,2.0,Diesel,2010,38260,24242,24431.679089444,112858.0471394037,4964,0.6342496576127501
Toyota,RAV4,2.0,Hybrid,2001,171473,6022,14341.099418465705,111368.92232932367,12553,-0.4755317201529182
Ford,Focus,1.4,Petrol,2012,61472,16485,10671.473455469377,112525.01002941963,14956,0.16177028618968262
VW,Golf,1.8,Petrol,1986,118170,1855,10361.781497383605,113511.21642291694,14906,-0.7293439595134857
VW,Passat,1.6,Petrol,2017,28845,31427,10361.781497383605,113511.21642291694,14906,1.0718884720609567
VW,Polo,1.0,Petrol,2003,159960,2591,10361.781497383605,113511.21642291694,14906,-0.6845141519374411
VW,Passat,1.8,Diesel,1997,208668,2377,10361.781497383605,113511.21642291694,14906,-0.6975489057706933
Ford,Fiesta,1.2,Petrol,1995,70886,3184,10671.473455469377,112525.01002941963,14956,-0.6483944836051118
Ford,Focus,1.6,Diesel,2001,97635,6928,10671.473455469377,112525.01002941963,14956,-0.4203472015878416
